review_id,user_name,user_type,rating,review_text,state,num_tires,amount_spent,tire_size,vehicle_type,purchase_date,usage_time_months,driving_conditions,usage_frequency,tire_brand,repeat_purchase,reported_issues,vehicle_model,recommendation,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
216,Douglas Harvey,individual,3,"Perfect for long highway trips, comfortable ride.",Morelos,18,4411.7,265/70R17,car,2023-05-28,10,mixed,high,Bridgestone,No,good traction,Shake 842,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
217,Shane Hernandez,individual,1,Excellent performance and smooth ride.,Yucatán,3,733.35,110/70-17,truck,2024-05-17,8,off-road,high,Michelin,No,excellent grip,Born 531,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
218,Jennifer Ruiz,individual,4,"Had frequent punctures, disappointing experience.",Sinaloa,3,3841.55,110/70-17,motorcycle,2022-06-19,24,mixed,medium,Bridgestone,Yes,noise,Line 133,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
219,Wilkins Inc,company,2,Good tires but a bit noisy at high speeds.,Nayarit,11,2250.51,700x25c,truck,2023-11-14,24,highway,medium,Continental,Yes,excellent grip,Hospital 456,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
220,"Williams, Lewis and Reed",company,4,"Mediocre performance, I would not buy again.",Hidalgo,5,295.51,265/70R17,truck,2023-10-20,11,mixed,low,Pirelli,No,good traction,Return 564,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
221,Keith Ray,individual,2,"Reliable and fuel-efficient, highly recommend.",Chihuahua,13,2461.26,265/70R17,car,2024-07-17,15,city,high,Michelin,Yes,good traction,Concern 481,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
222,Kimberly Collier,individual,2,"Not worth the price, wore out too quickly.",Sonora,10,1563.59,265/70R17,car,2024-12-11,24,city,medium,Bridgestone,No,excellent grip,That 876,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
224,Rose Aguilar,individual,1,"Great tires, very durable and reliable.",Sonora,7,122.79,265/70R17,motorcycle,2023-11-27,26,city,low,Bridgestone,Yes,none,Stay 944,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
225,Beck and Sons,company,3,"Mediocre performance, I would not buy again.",Yucatán,16,770.53,700x25c,motorcycle,2023-05-30,25,off-road,high,Bridgestone,No,none,This 661,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
226,Monica Mccoy,individual,5,"Great tires, very durable and reliable.",Campeche,2,2031.78,265/70R17,bicycle,2023-02-04,15,off-road,low,Goodyear,Yes,excellent grip,Plan 663,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
227,Denise Payne,individual,3,"Not worth the price, wore out too quickly.",Guerrero,3,4343.11,225/70R19.5,truck,2023-03-26,29,mixed,low,Bridgestone,Yes,excellent grip,Mrs 379,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
228,Jackson Li,individual,4,Good tires but a bit noisy at high speeds.,Guanajuato,14,3790.09,110/70-17,car,2024-01-22,25,off-road,low,Goodyear,Yes,good traction,Could 449,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
229,Melissa Baxter,individual,1,"Great tires, very durable and reliable.",Michoacán,15,4998.53,700x25c,motorcycle,2023-08-21,35,highway,high,Continental,No,noise,Forget 463,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
230,Walker Ltd,company,3,"Had frequent punctures, disappointing experience.",Baja California,11,4189.2,700x25c,bicycle,2022-11-25,11,mixed,medium,Continental,Yes,excellent grip,Water 333,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
232,Howell-Dominguez,company,4,"Not worth the price, wore out too quickly.",México,8,3849.42,265/70R17,bicycle,2023-02-06,13,highway,low,Bridgestone,Yes,noise,Financial 307,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
233,Herman LLC,company,4,"Poor grip on wet roads, I expected better.",Baja California Sur,3,764.16,225/70R19.5,bicycle,2024-05-18,24,city,medium,Goodyear,Yes,punctures,Remember 144,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
234,Khan Group,company,4,"Great tires, very durable and reliable.",Campeche,6,1236.22,225/70R19.5,car,2024-05-03,18,off-road,low,Michelin,Yes,fast wear,Ask 323,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
235,Duncan PLC,company,4,"Poor grip on wet roads, I expected better.",Morelos,8,1818.68,225/70R19.5,truck,2022-07-05,23,city,high,Bridgestone,No,noise,Read 191,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
236,Marcus Barnes,individual,5,"Poor grip on wet roads, I expected better.",Aguascalientes,6,2754.02,700x25c,bicycle,2023-08-14,31,off-road,high,Goodyear,No,fast wear,Opportunity 754,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
237,Colleen Vega,individual,2,Good tires but a bit noisy at high speeds.,Hidalgo,14,4644.74,700x25c,motorcycle,2023-06-15,13,highway,low,Goodyear,Yes,fast wear,Rest 115,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
238,Lisa Walter,individual,5,"Not worth the price, wore out too quickly.",Baja California Sur,17,4134.41,265/70R17,car,2025-02-15,35,highway,low,Bridgestone,No,punctures,Stage 178,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
239,Angela King,individual,5,"Reliable and fuel-efficient, highly recommend.",México,17,3659.34,110/70-17,bicycle,2022-10-25,4,highway,high,Pirelli,Yes,excellent grip,Plan 253,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
240,Martin LLC,company,5,"Reliable and fuel-efficient, highly recommend.",Hidalgo,14,2574.98,110/70-17,truck,2024-09-11,9,mixed,high,Bridgestone,No,none,Time 270,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
241,Clark-Williams,company,5,"Had frequent punctures, disappointing experience.",Aguascalientes,1,,110/70-17,motorcycle,2023-04-06,18,mixed,high,Pirelli,Yes,excellent grip,Unit 751,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
242,Dr. Christina Irwin,individual,1,"Not worth the price, wore out too quickly.",Nuevo León,2,730.17,225/70R19.5,truck,2023-05-22,30,highway,high,Continental,Yes,good traction,Structure 400,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
244,Barnett-Hall,company,3,Good tires but a bit noisy at high speeds.,Morelos,8,1504.36,265/70R17,truck,2023-10-10,28,mixed,high,Pirelli,No,good traction,Morning 230,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
245,Steven Johnson,individual,1,Excellent performance and smooth ride.,Coahuila,14,3072.89,700x25c,car,2023-05-18,27,highway,low,Goodyear,Yes,excellent grip,Letter 367,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
246,Donna Garrison,individual,4,"Reliable and fuel-efficient, highly recommend.",Oaxaca,7,2875.3,265/70R17,bicycle,2023-03-13,33,off-road,low,Pirelli,No,fast wear,Care 476,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
247,Archer-Weaver,company,3,"Reliable and fuel-efficient, highly recommend.",Tamaulipas,17,3656.51,700x25c,truck,2023-12-09,26,highway,low,Bridgestone,Yes,noise,Type 454,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
248,Lisa Gonzalez,individual,1,"Not worth the price, wore out too quickly.",Yucatán,3,4540.68,225/70R19.5,bicycle,2022-06-23,3,mixed,high,Continental,Yes,none,Certain 164,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
249,Howard Henderson,individual,4,"Poor grip on wet roads, I expected better.",Guanajuato,15,1776.63,265/70R17,bicycle,2022-09-22,27,city,low,Continental,Yes,excellent grip,Stage 513,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
250,Kerr LLC,company,3,"Not worth the price, wore out too quickly.",Veracruz,17,4437.44,265/70R17,truck,2022-06-02,18,mixed,medium,Michelin,Yes,excellent grip,Serve 209,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
251,Wagner and Sons,company,1,Good tires but a bit noisy at high speeds.,Michoacán,2,835.37,110/70-17,truck,2023-08-16,26,off-road,medium,Continental,No,noise,Fight 266,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
252,Tiffany Davis DVM,individual,3,"Mediocre performance, I would not buy again.",Sinaloa,16,1125.03,700x25c,motorcycle,2022-04-25,32,highway,low,Pirelli,No,none,Effort 971,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
253,Cruz and Sons,company,4,Good tires but a bit noisy at high speeds.,Veracruz,8,3067.85,700x25c,car,2024-12-20,28,mixed,medium,Michelin,No,noise,Exist 817,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
254,"Zuniga, James and Moore",company,4,"Poor grip on wet roads, I expected better.",Querétaro,16,3734.5,265/70R17,bicycle,2024-02-08,1,off-road,medium,Goodyear,No,none,Mean 690,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
255,"Thompson, Gilbert and Armstrong",company,1,"Reliable and fuel-efficient, highly recommend.",Aguascalientes,17,694.42,110/70-17,bicycle,2023-05-17,34,highway,high,Bridgestone,No,fast wear,Approach 285,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
256,Jason Schmidt,individual,1,"Amazing traction and stability, very satisfied.",Tamaulipas,15,4462.62,110/70-17,truck,2023-01-07,15,off-road,high,Goodyear,No,fast wear,Pull 521,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
257,Jenna Hansen,individual,2,"Not worth the price, wore out too quickly.",Sinaloa,12,4567.03,700x25c,bicycle,2025-02-21,31,off-road,high,Michelin,Yes,good traction,Budget 564,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
258,Pineda-Roberts,company,5,"Amazing traction and stability, very satisfied.",Guerrero,15,2565.38,700x25c,bicycle,2022-09-25,32,mixed,high,Pirelli,Yes,none,Talk 567,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
259,Deborah Ramirez,individual,2,"Amazing traction and stability, very satisfied.",Aguascalientes,17,1713.73,110/70-17,car,2024-11-08,17,mixed,low,Pirelli,No,fast wear,Can 575,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
260,Ruiz LLC,company,1,"Perfect for long highway trips, comfortable ride.",Nuevo León,5,3688.26,225/70R19.5,motorcycle,2023-07-16,36,highway,high,Bridgestone,Yes,excellent grip,Amount 296,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
261,Duncan Ltd,company,3,"Had frequent punctures, disappointing experience.",Querétaro,16,3892.66,265/70R17,car,2022-04-14,4,highway,high,Bridgestone,No,punctures,Tree 471,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
262,"Williams, Williams and Stevens",company,4,"Not worth the price, wore out too quickly.",Veracruz,1,2527.64,265/70R17,car,2023-05-20,4,mixed,low,Goodyear,No,none,List 434,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
264,Erica Lopez,individual,5,"Reliable and fuel-efficient, highly recommend.",Querétaro,1,,110/70-17,car,2024-08-21,14,mixed,low,Bridgestone,No,punctures,Tv 983,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
265,Zachary Rivera,individual,4,"Poor grip on wet roads, I expected better.",Sonora,18,265.37,265/70R17,motorcycle,2024-02-16,15,highway,medium,Bridgestone,Yes,excellent grip,Two 124,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
266,Kathleen Roberts,individual,5,"Mediocre performance, I would not buy again.",Colima,6,4987.2,265/70R17,car,2024-10-07,12,highway,high,Michelin,No,fast wear,Test 301,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
267,"Arroyo, Miller and Taylor",company,4,"Amazing traction and stability, very satisfied.",Puebla,16,1105.03,700x25c,car,2023-05-19,15,city,low,Goodyear,No,noise,Most 335,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
268,Carlos Murray,individual,1,"Had frequent punctures, disappointing experience.",Colima,7,4186.75,110/70-17,truck,2022-08-18,7,city,low,Pirelli,No,punctures,Mission 841,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
269,Burke Group,company,3,"Mediocre performance, I would not buy again.",Jalisco,10,2123.93,225/70R19.5,truck,2023-05-24,6,highway,low,Bridgestone,Yes,punctures,Budget 117,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
270,Jessica Andersen,individual,1,Good tires but a bit noisy at high speeds.,Chiapas,7,406.63,110/70-17,car,2022-05-16,20,mixed,low,Michelin,No,fast wear,A 548,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
271,Kimberly Mendoza,individual,5,Good tires but a bit noisy at high speeds.,Baja California,1,1435.92,265/70R17,car,2022-11-20,31,off-road,high,Pirelli,Yes,good traction,Who 926,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
272,Ronald Jones,individual,2,Good tires but a bit noisy at high speeds.,Morelos,13,2365.82,225/70R19.5,car,2022-05-27,19,highway,low,Continental,No,excellent grip,Republican 980,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
273,Mcintosh Group,company,5,Excellent performance and smooth ride.,Aguascalientes,18,224.67,265/70R17,car,2022-04-25,23,off-road,high,Continental,No,good traction,Yes 722,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
274,Jonathan Smith,individual,4,Good tires but a bit noisy at high speeds.,Chihuahua,13,123.52,225/70R19.5,truck,2024-06-11,5,off-road,low,Bridgestone,Yes,good traction,Cell 945,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
275,Watson Group,company,5,"Perfect for long highway trips, comfortable ride.",Baja California Sur,7,4513.27,225/70R19.5,motorcycle,2022-05-25,11,highway,low,Bridgestone,No,fast wear,Spend 329,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
276,Johnny Medina,individual,5,"Perfect for long highway trips, comfortable ride.",Nayarit,15,2579.73,700x25c,bicycle,2022-12-31,20,mixed,low,Continental,No,noise,Win 559,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
277,"Mclaughlin, Jones and Gray",company,1,Excellent performance and smooth ride.,Baja California,7,1725.29,700x25c,motorcycle,2023-06-16,7,off-road,high,Michelin,Yes,fast wear,Until 900,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
278,"Clayton, Garcia and Galvan",company,4,"Poor grip on wet roads, I expected better.",Hidalgo,18,,225/70R19.5,motorcycle,2022-06-28,4,highway,high,Continental,Yes,noise,Whatever 876,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
279,Andrea Mendoza,individual,5,"Great tires, very durable and reliable.",Hidalgo,2,3217.2,265/70R17,car,2024-10-19,5,off-road,medium,Goodyear,Yes,good traction,Ball 568,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
280,Trevor Reynolds,individual,1,Good tires but a bit noisy at high speeds.,Morelos,2,3998.73,700x25c,motorcycle,2023-06-02,36,off-road,medium,Bridgestone,Yes,fast wear,Political 734,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
281,Hunt PLC,company,3,"Reliable and fuel-efficient, highly recommend.",Coahuila,5,4911.17,700x25c,car,2022-12-08,24,highway,low,Goodyear,No,punctures,Leader 564,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
282,Cesar Lewis,individual,5,"Not worth the price, wore out too quickly.",Zacatecas,11,588.22,700x25c,car,2022-07-27,28,city,low,Continental,No,punctures,Than 116,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
283,Waller Inc,company,4,"Mediocre performance, I would not buy again.",Baja California,6,4604.74,265/70R17,truck,2022-04-11,16,mixed,medium,Michelin,Yes,good traction,Service 811,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
284,Jarvis LLC,company,1,"Had frequent punctures, disappointing experience.",Baja California Sur,5,2867.06,700x25c,truck,2023-10-03,29,mixed,high,Bridgestone,No,noise,Grow 951,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
285,James Gonzalez,individual,4,Excellent performance and smooth ride.,San Luis Potosí,1,3559.88,225/70R19.5,truck,2024-11-22,31,city,medium,Continental,Yes,excellent grip,Game 885,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
286,Heather Vargas,individual,1,"Amazing traction and stability, very satisfied.",Baja California,5,,700x25c,bicycle,2022-12-01,34,mixed,medium,Goodyear,No,fast wear,Teach 159,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
287,Boyd-Herrera,company,2,"Not worth the price, wore out too quickly.",Oaxaca,10,3509.27,110/70-17,bicycle,2023-08-31,27,mixed,low,Continental,Yes,excellent grip,Book 242,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
288,Freeman-Price,company,4,"Poor grip on wet roads, I expected better.",México,5,3021.56,110/70-17,bicycle,2024-01-21,9,mixed,high,Goodyear,Yes,fast wear,Nice 305,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
289,Garcia-Taylor,company,3,"Mediocre performance, I would not buy again.",Sonora,13,1502.26,225/70R19.5,car,2022-07-04,32,mixed,medium,Goodyear,No,none,Live 441,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
290,Michael Reed,individual,4,"Perfect for long highway trips, comfortable ride.",Baja California,9,4716.49,110/70-17,bicycle,2023-08-02,6,highway,medium,Continental,Yes,fast wear,Party 538,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
291,"Snow, Wang and Baker",company,1,"Amazing traction and stability, very satisfied.",Sinaloa,13,508.13,225/70R19.5,car,2024-03-11,7,off-road,high,Pirelli,Yes,none,There 462,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
292,Maldonado-Williams,company,4,"Had frequent punctures, disappointing experience.",Chiapas,7,1195.57,225/70R19.5,bicycle,2023-07-14,2,highway,high,Continental,Yes,good traction,Story 112,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
293,"Garcia, Owen and Estes",company,3,Excellent performance and smooth ride.,Hidalgo,11,4837.15,265/70R17,bicycle,2024-01-29,3,city,low,Bridgestone,No,excellent grip,Art 687,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
294,Katherine Jimenez,individual,2,"Poor grip on wet roads, I expected better.",Coahuila,18,2886.47,110/70-17,car,2025-01-22,10,mixed,low,Bridgestone,No,none,Big 194,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
295,Mrs. Kristen Harvey,individual,5,"Amazing traction and stability, very satisfied.",Nuevo León,6,2454.18,110/70-17,motorcycle,2023-11-09,11,mixed,medium,Bridgestone,Yes,excellent grip,Owner 752,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
296,Michelle Taylor,individual,1,"Not worth the price, wore out too quickly.",Colima,9,4339.6,700x25c,car,2022-07-08,9,mixed,low,Bridgestone,Yes,punctures,Fine 222,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
297,"Jones, Lowe and Thomas",company,1,"Great tires, very durable and reliable.",Durango,18,3104.8,110/70-17,truck,2024-07-23,27,city,high,Continental,No,good traction,Single 644,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
298,John Reed,individual,3,"Poor grip on wet roads, I expected better.",Tabasco,13,1889.83,265/70R17,bicycle,2024-08-03,1,city,low,Pirelli,No,punctures,Brother 997,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
299,"Boone, Miller and Castaneda",company,4,"Perfect for long highway trips, comfortable ride.",Nayarit,2,3464.39,225/70R19.5,motorcycle,2023-11-15,3,mixed,high,Pirelli,Yes,noise,With 998,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
300,"Spears, Wilson and Mason",company,1,Excellent performance and smooth ride.,Hidalgo,6,1107.6,225/70R19.5,bicycle,2024-06-20,1,off-road,high,Pirelli,No,punctures,Something 376,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
301,Ward-Walls,company,2,Good tires but a bit noisy at high speeds.,Hidalgo,6,2851.83,110/70-17,motorcycle,2022-09-30,20,off-road,low,Continental,No,punctures,Again 349,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
302,Leslie Pope,individual,2,"Mediocre performance, I would not buy again.",Guanajuato,14,935.13,110/70-17,car,2023-01-14,3,city,high,Michelin,Yes,fast wear,Always 911,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
303,Clark Inc,company,2,"Not worth the price, wore out too quickly.",Aguascalientes,2,559.27,225/70R19.5,bicycle,2022-09-06,26,off-road,high,Goodyear,Yes,good traction,Create 815,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
304,Andrews Group,company,4,"Poor grip on wet roads, I expected better.",Puebla,15,3862.77,110/70-17,truck,2023-02-16,25,city,low,Pirelli,Yes,noise,Health 150,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
305,David Foster,individual,1,Good tires but a bit noisy at high speeds.,Aguascalientes,16,4026.01,225/70R19.5,bicycle,2025-02-03,10,city,high,Bridgestone,No,good traction,Under 997,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
306,Stewart Ltd,company,3,Excellent performance and smooth ride.,Zacatecas,2,4681.2,265/70R17,car,2024-03-01,10,off-road,high,Pirelli,No,fast wear,Difficult 130,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
307,Ewing-Leonard,company,1,"Amazing traction and stability, very satisfied.",Quintana Roo,9,3908.06,265/70R17,car,2024-03-11,31,highway,medium,Goodyear,No,good traction,Nation 925,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
309,Wheeler Inc,company,5,"Had frequent punctures, disappointing experience.",San Luis Potosí,8,2486.46,110/70-17,motorcycle,2022-05-10,17,city,medium,Pirelli,Yes,fast wear,Green 245,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
310,Patricia Robertson,individual,2,"Not worth the price, wore out too quickly.",San Luis Potosí,17,373.58,225/70R19.5,bicycle,2022-04-18,10,mixed,low,Continental,No,excellent grip,Near 336,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
311,Douglas Love,individual,4,"Poor grip on wet roads, I expected better.",Coahuila,1,1583.43,265/70R17,truck,2022-10-29,20,city,low,Michelin,No,fast wear,Right 394,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
313,Webb Ltd,company,5,"Not worth the price, wore out too quickly.",Colima,4,241.43,265/70R17,car,2023-06-27,25,highway,medium,Bridgestone,Yes,excellent grip,Ready 993,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
314,Black LLC,company,5,"Reliable and fuel-efficient, highly recommend.",Durango,7,2684.42,110/70-17,car,2024-05-25,10,mixed,low,Pirelli,Yes,none,Yes 153,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
315,Bauer Ltd,company,5,"Poor grip on wet roads, I expected better.",Zacatecas,12,355.83,225/70R19.5,bicycle,2024-07-15,33,off-road,high,Michelin,Yes,excellent grip,Leg 454,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
316,Lisa Keller,individual,3,"Poor grip on wet roads, I expected better.",Guerrero,5,2548.56,700x25c,car,2022-07-15,26,city,low,Goodyear,No,punctures,Film 909,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
317,Monica Allen,individual,1,Excellent performance and smooth ride.,Coahuila,15,1363.77,225/70R19.5,motorcycle,2022-07-17,11,highway,low,Michelin,No,noise,Suddenly 185,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
318,Daniel Everett,individual,4,Good tires but a bit noisy at high speeds.,Sonora,10,3761.67,110/70-17,motorcycle,2024-01-13,32,off-road,high,Bridgestone,Yes,none,Space 654,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
319,Sean Robbins,individual,4,"Mediocre performance, I would not buy again.",San Luis Potosí,7,274.45,110/70-17,bicycle,2024-12-10,3,highway,medium,Goodyear,Yes,excellent grip,World 148,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
320,John Ford,individual,5,"Amazing traction and stability, very satisfied.",Campeche,15,2419.34,225/70R19.5,motorcycle,2024-07-19,15,highway,medium,Continental,No,noise,Yet 113,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
321,Alan Morton,individual,2,"Reliable and fuel-efficient, highly recommend.",Guanajuato,14,2805.12,110/70-17,car,2022-11-04,9,mixed,medium,Goodyear,No,good traction,Simple 817,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
